id,name_primary,name_en,type_vn,type_en,source,state,inedible_portion_pct,calories_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sodium_mg,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,zinc_mg,copper_mcg,manganese_mg,beta_carotene_mcg,vitamin_a_mcg,vitamin_d_mcg,vitamin_e_mg,vitamin_k_mcg,vitamin_c_mg,vitamin_b1_mg,vitamin_b2_mg,vitamin_pp_mg,vitamin_b5_mg,vitamin_b6_mg,vitamin_b9_mcg,vitamin_b12_mcg,vitamin_h_mcg,last_verified
fao_vn_2007_4076_raw,Rau khoai lang,"Sweet potato, leaves","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,5.0,23.0,2.6,2.5,0.3,1.4,19.0,48.0,2.7,60.0,54.0,498.0,0.29,37.0,0.26,1830.0,0.0,,,,11.0,0.13,0.26,0.9,0.225,0.19,0.0,0.0,,2026-02-26
fao_vn_2007_4077_raw,Rau kinh giới,Sweet marjoram,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,16.0,22.0,2.7,2.8,,3.6,2.0,246.0,1.0,89.0,15.0,211.0,0.52,250.0,,4360.0,0.0,,,,110.0,,,,,,,,,2026-02-26
fao_vn_2007_4078_raw,Rau má rừng,Wild plant,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,25.0,3.1,3.1,,1.5,,172.0,0.2,,24.0,,,,,260.0,0.0,,,,20.0,,,,,,,,,2026-02-26
fao_vn_2007_4079_raw,"Rau má, má mơ","Wort, India penny","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,20.0,3.2,1.8,,4.5,,229.0,3.1,,2.0,,,,,1300.0,0.0,,,,37.0,0.15,0.14,1.2,,,,,,2026-02-26
fao_vn_2007_4080_raw,Rau mồng tơi,"Malabar night shade, Vinespinach, Ceylon spinach","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,17.0,14.0,2.0,1.4,,2.5,38.0,176.0,1.6,94.0,34.0,391.0,0.54,20.0,0.45,1920.0,0.0,,,,72.0,0.06,0.17,0.6,,,,,,2026-02-26
fao_vn_2007_4081_raw,Rau mùi,Coriander,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,15.0,16.0,2.6,0.2,0.5,1.8,46.0,133.0,4.5,26.0,80.0,521.0,0.5,225.0,0.43,3930.0,0.0,,2.5,310.0,140.0,0.11,0.15,1.3,0.57,0.149,0.0,0.0,,2026-02-26
fao_vn_2007_4082_raw,Rau mùi tàu,"Parsley, curley","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,20.0,25.0,2.1,2.4,0.8,1.6,39.0,20.0,2.9,35.0,30.0,237.0,0.41,210.0,0.36,5040.0,0.0,,0.75,1640.0,177.0,0.11,0.28,1.4,0.4,0.09,0.0,0.0,,2026-02-26
fao_vn_2007_4083_raw,Rau muống,"Swamp cabbage, water spinach, water convol","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,37.5,25.0,3.2,2.1,0.4,1.0,37.0,100.0,1.4,15.0,37.0,331.0,0.35,100.0,0.6,5597.0,0.0,,2.03,482.9,23.0,0.1,0.09,0.7,0.065,0.195,0.0,0.0,1.6,2026-02-26
fao_vn_2007_4084_raw,Rau muống khô,"Water spinach, dried","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,245.0,34.2,23.0,1.8,12.0,,880.0,15.2,,300.0,,,,,12996.0,0.0,,,,10.0,,,,,,,,,2026-02-26
fao_vn_2007_4085_raw,Rau ngổ,Limnophila aromatic,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,29.0,15.0,1.5,2.3,,2.1,5.0,84.0,2.2,,18.0,222.0,1.48,480.0,1.49,2325.0,0.0,,,,78.0,0.11,0.15,1.3,,,,,,2026-02-26
fao_vn_2007_4086_raw,Rau ngót,"Sauropus, sp. leaves","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,23.0,35.0,5.3,3.4,,2.5,25.0,169.0,2.7,123.0,65.0,457.0,0.94,190.0,2.4,6650.0,0.0,,,,185.0,0.07,0.39,2.2,,,,,,2026-02-26
fao_vn_2007_4087_raw,Rau ngót khô,"Sauropus, dried","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,239.0,32.2,21.8,2.6,15.0,,,,,,,,,,1560.0,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_4088_raw,Rau răm,Polygonum odoratum,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,25.0,30.0,4.7,2.8,,3.8,5.0,316.0,2.2,28.0,55.0,216.0,1.05,390.0,3.63,,0.0,,,,57.0,,,,,,,,,2026-02-26
fao_vn_2007_4089_raw,Rau rút,"Neptunia, dismanthus","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,55.0,28.0,5.1,1.8,,1.9,,180.0,,,59.0,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_4090_raw,Rau sà lách,"Lettuce, garden asparagus","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,10.0,17.0,1.5,1.8,0.4,0.5,59.0,77.0,0.9,18.0,34.0,333.0,0.4,220.0,0.75,1050.0,0.0,,,,15.0,0.14,0.12,0.7,,,,,0.7,2026-02-26
fao_vn_2007_4091_raw,Rau sam,"Purslane, common","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,18.0,1.4,3.0,,0.7,,85.0,1.5,,56.0,,,,,160.0,0.0,,,,26.0,0.03,0.11,0.7,,,,,,2026-02-26
fao_vn_2007_4092_raw,Rau sắng (chùa Hương),Perfume pagoda wild plant,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,40.0,48.0,6.5,5.5,,3.4,,110.0,,,80.0,,,,,,0.0,,,,114.0,,,,,,,,,2026-02-26
fao_vn_2007_4093_raw,Rau tàu bay,Gynura crepidioides,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,18.0,2.5,1.9,,1.6,,81.0,,,25.0,,,,,1700.0,0.0,,,,10.0,,,,,,,,,2026-02-26
fao_vn_2007_4094_raw,Rau thơm,Mint leaves,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,25.0,18.0,2.0,2.4,,3.0,6.0,170.0,3.8,,49.0,217.0,0.56,740.0,0.88,3560.0,0.0,,,,41.0,0.14,0.15,1.0,,,,,,2026-02-26
fao_vn_2007_4095_raw,Sấu xanh,"Dracontomelum fruit, unripe, raw","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,35.0,19.0,1.8,3.0,,,,135.0,,,6.0,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_4096_raw,Su hào,Kohlrabi,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,22.4,37.0,2.8,6.2,0.1,1.7,53.0,46.0,0.6,19.0,50.0,321.0,0.45,310.0,0.62,22.0,0.0,,0.48,0.1,40.0,0.06,0.05,0.2,0.165,0.15,0.0,0.0,,2026-02-26
fao_vn_2007_4097_raw,Su hào khô,Dried kohlrabi,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,261.0,20.0,42.1,1.4,12.5,,,,,,,,,,,0.0,,,,3.0,,,,,,,,,2026-02-26
fao_vn_2007_4098_raw,"Su su, quả","Chayote, fruit raw","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,20.0,19.0,0.8,3.6,0.1,1.0,2.0,17.0,0.4,12.0,14.0,125.0,0.74,123.0,0.19,0.0,0.0,,0.12,4.6,4.0,0.01,0.02,0.4,0.249,0.076,0.0,0.0,,2026-02-26
fao_vn_2007_4099_raw,Súp lơ trắng,"Cauliflower, white","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,40.0,30.0,2.5,4.8,0.1,0.9,20.0,26.0,1.4,22.0,51.0,349.0,0.2,140.0,0.2,8.0,0.0,,0.08,16.0,70.0,0.11,0.1,0.6,0.652,0.222,0.0,0.0,1.5,2026-02-26
fao_vn_2007_4100_raw,Súp lơ xanh,"Cauliflower, green","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,39.0,26.0,3.0,2.9,0.3,3.2,23.0,33.0,0.73,20.0,62.0,300.0,0.64,41.0,0.25,93.0,0.0,,0.04,20.2,88.0,0.08,0.1,0.7,0.696,0.222,0.0,0.0,,2026-02-26
fao_vn_2007_4101_raw,Thìa là,Dill,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,25.0,28.0,2.6,1.8,1.1,5.0,48.0,200.0,1.2,55.0,12.0,361.0,0.5,220.0,0.55,2850.0,0.0,,,,63.0,0.05,0.12,0.7,0.397,0.185,0.0,0.0,,2026-02-26
fao_vn_2007_4102_raw,Tía tô,"Balm-mint, garden- balm","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,20.0,25.0,2.9,3.4,,3.6,3.0,190.0,3.2,112.0,18.0,284.0,0.86,460.0,0.73,5520.0,0.0,,,,13.0,,,,,,,,,2026-02-26
fao_vn_2007_4103_raw,Tỏi ta,Garlic bulbs,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,20.0,121.0,6.0,23.0,0.5,1.5,18.0,24.0,1.5,8.0,181.0,373.0,0.9,299.0,1.3,0.0,0.0,,0.01,1.4,10.0,0.24,0.03,0.9,0.596,1.235,0.0,0.0,,2026-02-26
fao_vn_2007_4104_raw,Tỏi tây (cả lá),"Chinese Leek, Onion fragrant","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,20.0,29.0,1.4,5.9,,1.5,,80.0,2.0,,58.0,,,,,10.0,0.0,,,,20.0,0.06,0.04,0.5,,,,,,2026-02-26
fao_vn_2007_4105_raw,Trám đen chín,Variety of canarium,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,50.0,114.0,2.5,3.6,10.0,4.9,,140.0,,,30.0,,,,,,0.0,,,,14.0,,,,,,,,,2026-02-26
fao_vn_2007_4106_raw,"Trám xanh sống, trám trắng",Chinese olive,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,34.0,37.0,1.2,4.4,1.6,4.9,,136.0,,,9.0,,,,,330.0,0.0,,,,20.0,0.02,0.11,0.4,,,,,,2026-02-26
fao_vn_2007_4107_raw,Xương sông,Edible herbaceous plant,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,10.0,15.0,2.2,1.5,,3.2,12.0,112.0,4.0,50.0,17.0,424.0,,,,,0.0,,,,4.0,,,,,,,,,2026-02-26
fao_vn_2007_4108_raw,Cà chua muối,"Tomato, pickled","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,5.0,6.0,0.6,1.0,,0.8,,,,,,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_4109_raw,Cà muối nén,"Eggplant, garden, brinjan; aubergine, pickled","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,5.0,13.0,1.3,2.0,,1.7,,15.0,0.8,,18.0,,,,,40.0,0.0,,,,,0.05,0.06,0.7,,,,,,2026-02-26
fao_vn_2007_4110_raw,Cà muối sổi,"Eggplant, garden, brinjan; aubergine, pickled","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,5.0,16.0,1.5,2.5,,1.7,,,,,,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_4111_raw,Dưa cải bắp,"Cabbage Chinese, pickled","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,5.0,18.0,1.2,3.3,,1.6,,51.0,0.3,,34.0,,,,,20.0,0.0,,,,20.0,0.01,0.06,0.3,,,,,,2026-02-26
fao_vn_2007_4112_raw,Dưa cải bẹ,"Mustard green, pickled","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,5.0,17.0,1.8,2.4,,2.1,,100.0,3.0,,21.0,,,,,745.0,0.0,,,,3.0,0.03,0.12,0.5,,,,,,2026-02-26
fao_vn_2007_4113_raw,Dưa cải sen,"Rape bird, pickled","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,5.0,10.0,1.1,1.3,,1.8,,63.0,,,41.0,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_4114_raw,Dưa chuột muối,"Cucumber, pickled","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,5.0,13.0,0.8,2.5,,0.7,1208.0,25.0,1.2,4.0,20.0,23.0,0.02,85.0,0.01,100.0,0.0,,0.06,13.0,4.0,0.01,0.02,0.2,0.038,0.009,0.0,0.0,,2026-02-26
fao_vn_2007_4115_raw,Dưa giá (đậu xanh),"Mung bean sprouts, pickled","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,39.0,5.0,4.8,,2.0,,22.0,1.1,,33.0,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_4116_raw,Hành củ muối,"Onion, pickled","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,30.0,22.0,1.4,4.0,,0.7,,12.0,1.3,,5.0,,,,,18.0,0.0,,,,,0.02,0.03,0.1,,,,,,2026-02-26
fao_vn_2007_4117_raw,Kiệu muối,"Onion shallot, scallion, pickled","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,30.0,24.0,1.3,4.7,,1.2,,50.0,1.2,,35.0,,,,,,0.0,,,,12.0,0.05,0.1,,,,,,,2026-02-26
fao_vn_2007_4118_raw,"Nhút (muối từ mít non, ngọn đậu xanh non...)",Mix pickled from young jack fruit,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,16.0,2.5,1.5,,2.3,,204.0,9.0,,33.0,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_4119_raw,Men bia khô,"Brewer's yeast, fried","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,340.0,52.5,25.4,3.2,6.6,,44.0,16.1,,1291.0,,,,,,0.0,,,,,2.33,5.44,36.7,,,,,200.0,2026-02-26
fao_vn_2007_4120_raw,Men bia tươi,"Baker's yeast, fresh","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,95.0,16.2,4.5,1.3,2.0,,30.0,5.0,,272.0,,,,,,0.0,,,,,0.77,1.06,8.3,,,,,60.0,2026-02-26
fao_vn_2007_4121_raw,Mộc nhĩ,"Jew's ear, Juda's ear, dried, Wood-ear, Tender variety","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,10.0,304.0,10.6,65.0,0.2,7.0,70.0,357.0,56.1,146.0,201.0,708.0,7.52,5070.0,1.15,20.0,0.0,,,,1.0,0.15,0.55,2.7,21.477,0.95,0.0,0.0,,2026-02-26
fao_vn_2007_4122_raw,Nấm hương khô,"Mushroom Chinese, dried","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,10.0,274.0,36.0,23.5,4.0,17.0,,184.0,35.0,,606.0,,,,,,0.0,,,,,0.16,1.59,23.4,,,,,,2026-02-26
fao_vn_2007_4123_raw,Nấm hương tươi,"Mushroom, Chinese, raw","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,25.0,39.0,5.5,3.1,0.5,3.0,,27.0,5.2,,89.0,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_4124_raw,Nấm mỡ (Nấm tây),Mushroom,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,10.0,32.0,4.0,3.4,0.3,1.1,12.0,28.0,1.3,14.0,80.0,322.0,0.3,1790.0,0.1,10.0,0.0,,,,4.0,0.11,0.16,3.3,,,,,16.0,2026-02-26
fao_vn_2007_4125_raw,Nấm rơm,"Mushroom, straw","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,10.0,57.0,3.6,3.4,3.2,1.1,,28.0,1.2,,80.0,,,,,0.0,0.0,,,,2.0,0.12,0.33,9.1,,,,,,2026-02-26
fao_vn_2007_4126_raw,Nấm thường tươi,"Mushroom, common","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,25.0,34.0,4.6,2.2,0.8,3.5,5.0,2.0,0.7,9.0,59.0,318.0,0.52,318.0,0.05,10.0,0.0,1.9,0.01,0.0,6.0,0.25,0.3,5.2,1.497,0.104,0.0,0.0,,2026-02-26
fao_vn_2007_5001_raw,Bưởi,"Pomelo, Pummelo; Shaddock",Quả chín,Fruits,FAO_VN_2007,raw,35.0,30.0,0.2,7.3,0.0,0.7,3.0,23.0,0.5,6.0,18.0,159.0,0.16,120.0,0.02,0.0,0.0,,,,95.0,0.04,0.02,0.3,,0.036,,,,2026-02-26
fao_vn_2007_5002_raw,Cam,Orange,Quả chín,Fruits,FAO_VN_2007,raw,31.1,38.0,0.9,8.3,0.1,1.4,4.0,34.0,0.4,10.0,23.0,108.0,0.22,140.0,0.52,71.0,0.0,,0.18,0.0,40.0,0.08,0.03,0.2,0.25,0.06,0.0,0.0,0.89,2026-02-26
fao_vn_2007_5003_raw,Chanh,Lemon,Quả chín,Fruits,FAO_VN_2007,raw,25.0,24.0,0.9,4.5,0.3,1.3,3.0,40.0,0.6,12.0,22.0,145.0,0.1,260.0,,,0.0,,,,77.0,0.04,0.01,0.1,0.232,0.109,,,0.5,2026-02-26
fao_vn_2007_5004_raw,Chôm chôm,Rambutan,Quả chín,Fruits,FAO_VN_2007,raw,50.0,72.0,1.5,16.4,0.0,1.3,,28.0,0.5,,15.0,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_5005_raw,Chuối khô,"Banana, dried",Quả chín,Fruits,FAO_VN_2007,raw,0.0,292.0,5.0,68.0,0.0,2.3,,,,,,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_5006_raw,Chuối tây,Banana,Quả chín,Fruits,FAO_VN_2007,raw,26.5,56.0,0.9,12.4,0.3,2.6,17.0,12.0,0.5,27.0,25.0,286.0,0.32,150.0,0.31,26.0,0.0,,0.1,0.5,6.0,0.04,0.07,0.6,0.334,0.367,0.0,0.0,5.5,2026-02-26
fao_vn_2007_5007_raw,Chuối tiêu,"Banana, dwarf",Quả chín,Fruits,FAO_VN_2007,raw,35.0,97.0,1.5,22.2,0.2,0.8,19.0,8.0,0.6,41.0,28.0,329.0,0.37,140.0,0.12,45.0,0.0,,,,6.0,0.04,0.05,0.7,,,,,,2026-02-26
fao_vn_2007_5008_raw,Dâu gia,Blackberry,Quả chín,Fruits,FAO_VN_2007,raw,56.0,27.0,0.6,6.2,,,,20.0,0.5,,12.0,,,,,,0.0,,,,2.0,,,,,,,,,2026-02-26
fao_vn_2007_5009_raw,Dâu tây,Strawberry,Quả chín,Fruits,FAO_VN_2007,raw,15.0,43.0,1.8,8.1,0.4,4.0,37.0,22.0,0.7,17.0,23.0,292.0,,,,30.0,0.0,,,,60.0,0.03,0.06,0.3,,,,,1.1,2026-02-26
fao_vn_2007_5010_raw,Dưa bở,"Musk melon, Spanish melon, Cantaloupe",Quả chín,Fruits,FAO_VN_2007,raw,10.0,18.0,0.5,3.6,0.2,0.7,0.0,36.0,0.3,9.0,36.0,201.0,0.17,86.0,0.05,150.0,0.0,,0.77,2.2,9.0,0.04,0.02,0.4,0.185,0.025,0.0,0.0,,2026-02-26
fao_vn_2007_5011_raw,Dưa hấu,Watermelon,Quả chín,Fruits,FAO_VN_2007,raw,48.0,16.0,1.2,2.3,0.2,0.5,5.0,8.0,1.0,15.0,13.0,187.0,0.11,80.0,0.03,303.0,0.0,,0.05,0.1,7.0,0.04,0.04,0.2,0.221,0.045,0.0,0.0,,2026-02-26
fao_vn_2007_5012_raw,Dưa hồng,Honey dew melon,Quả chín,Fruits,FAO_VN_2007,raw,16.0,17.0,0.3,3.7,0.1,0.4,18.0,27.0,0.4,10.0,12.0,228.0,0.09,24.0,0.03,30.0,0.0,,0.02,2.9,7.0,0.02,0.02,0.5,0.155,0.088,0.0,0.0,,2026-02-26
fao_vn_2007_5013_raw,Dưa lê,,Quả chín,Fruits,FAO_VN_2007,raw,18.0,18.0,0.4,4.2,0.0,0.5,,11.0,0.6,,21.0,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_5014_raw,Dứa ta,"Pineapple, wild",Quả chín,Fruits,FAO_VN_2007,raw,40.0,29.0,0.8,6.5,,0.8,24.0,15.0,0.5,22.0,17.0,157.0,0.25,320.0,0.12,40.0,0.0,,,,24.0,0.08,0.02,0.2,,,,,,2026-02-26
fao_vn_2007_5015_raw,Dứa tây,Pineapple,Quả chín,Fruits,FAO_VN_2007,raw,40.0,38.0,0.5,8.8,0.1,0.4,1.0,32.0,0.3,12.0,11.0,115.0,0.1,99.0,1.18,34.0,0.0,,0.02,0.7,26.0,0.08,0.03,0.2,0.205,0.11,0.0,0.0,,2026-02-26
fao_vn_2007_5016_raw,Đào,Peach,Quả chín,Fruits,FAO_VN_2007,raw,12.0,31.0,0.9,6.3,0.2,1.5,0.0,20.0,0.45,9.0,34.0,190.0,0.17,68.0,0.06,162.0,0.0,,0.73,2.6,10.0,0.02,0.05,0.9,0.153,0.025,0.0,0.0,0.2,2026-02-26
fao_vn_2007_5017_raw,Đu đủ chín,"Papaya, ripe",Quả chín,Fruits,FAO_VN_2007,raw,12.4,36.0,1.0,7.6,0.1,0.6,4.0,40.0,2.6,8.0,32.0,221.0,0.1,40.0,0.84,276.0,0.0,,0.73,2.6,54.0,0.02,0.02,0.4,0.218,0.019,0.0,0.0,,2026-02-26
fao_vn_2007_5018_raw,Gioi,Ohia; Malaya roseapple,Quả chín,Fruits,FAO_VN_2007,raw,19.0,16.0,0.4,3.2,0.3,2.9,0.0,12.0,0.5,5.0,6.0,123.0,0.06,16.0,0.03,,0.0,,,,30.0,0.03,0.02,0.2,,,,0.0,,2026-02-26
fao_vn_2007_5019_raw,Hồng bì,"Wampee, Chinese; Wampi",Quả chín,Fruits,FAO_VN_2007,raw,46.0,34.0,1.4,7.2,,2.4,,48.0,0.4,,9.0,,,,,,0.0,,,,24.0,0.02,0.11,3.3,,,,,,2026-02-26
fao_vn_2007_5020_raw,Hồng đỏ,"Persimmon kaki, soft type, ripe",Quả chín,Fruits,FAO_VN_2007,raw,8.8,29.0,0.7,6.0,0.2,2.5,4.0,10.0,0.2,9.0,19.0,214.0,0.19,100.0,1.12,253.0,0.0,,0.73,2.6,16.0,0.01,0.02,0.2,,0.1,0.0,0.0,,2026-02-26
fao_vn_2007_5021_raw,Hồng ngâm,"Persimmon kaki, Hard-type, ripe",Quả chín,Fruits,FAO_VN_2007,raw,17.7,38.0,0.9,8.6,,2.5,3.0,10.0,0.2,,19.0,217.0,0.22,100.0,1.22,1615.0,0.0,,,,16.0,0.01,0.02,0.2,,,,,,2026-02-26
fao_vn_2007_5022_raw,Hồng xiêm,"Sapodilla, sapota ponderosa",Quả chín,Fruits,FAO_VN_2007,raw,10.0,48.0,0.5,10.0,0.7,2.5,12.0,52.0,2.3,12.0,24.0,193.0,0.1,86.0,,,0.0,,,,8.0,0.0,0.02,0.2,0.252,0.037,0.0,0.0,,2026-02-26
fao_vn_2007_5023_raw,Lê,Pear,Quả chín,Fruits,FAO_VN_2007,raw,12.0,45.0,0.7,10.2,0.2,0.6,5.0,19.0,2.3,7.0,16.0,88.0,0.13,140.0,0.05,27.0,0.0,,0.12,4.5,4.0,0.02,0.04,0.1,0.048,0.028,0.0,0.0,0.1,2026-02-26
fao_vn_2007_5024_raw,Lựu,Pome granate,Quả chín,Fruits,FAO_VN_2007,raw,85.0,70.0,0.6,16.2,0.3,2.5,3.0,13.0,0.7,3.0,23.0,259.0,0.12,70.0,,40.0,0.0,,0.6,4.6,6.0,0.07,0.01,0.3,0.596,0.105,0.0,0.0,,2026-02-26
fao_vn_2007_5025_raw,Mãng cầu xiêm,"Siamese custard apple, soursop",Quả chín,Fruits,FAO_VN_2007,raw,21.0,53.0,1.8,10.1,0.6,1.9,4.0,38.0,0.7,18.0,14.0,382.0,,,,,0.0,,,,19.0,0.08,0.1,0.5,0.135,0.221,,,,2026-02-26
fao_vn_2007_5026_raw,Mắc coọc,Pyrus pashia Ham,Quả chín,Fruits,FAO_VN_2007,raw,14.0,24.0,0.2,5.7,,,,32.0,0.6,,7.0,,,,,,0.0,,,,2.0,,,,,,,,,2026-02-26
fao_vn_2007_5027_raw,Mận,"Japanese, plum",Quả chín,Fruits,FAO_VN_2007,raw,15.0,20.0,0.6,3.9,0.2,0.7,0.0,28.0,0.4,7.0,20.0,157.0,0.1,57.0,0.05,98.0,0.0,,0.26,6.4,3.0,0.06,0.04,0.5,0.135,0.029,0.0,0.0,,2026-02-26
fao_vn_2007_5028_raw,Mít dai,"Jackfruit, jackfruit mature",Quả chín,Fruits,FAO_VN_2007,raw,55.0,50.0,0.6,11.1,0.3,1.2,3.0,21.0,0.4,37.0,28.0,368.0,0.67,120.0,0.15,180.0,0.0,,,,5.0,0.09,0.04,0.7,,0.108,0.0,0.0,,2026-02-26
fao_vn_2007_5029_raw,Mít khô,Dried jackfruit,Quả chín,Fruits,FAO_VN_2007,raw,0.0,280.0,2.9,67.0,,1.5,,,,,,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_5030_raw,Mít mật,"Jack fruit, honey",Quả chín,Fruits,FAO_VN_2007,raw,55.0,62.0,1.5,14.0,,1.2,,21.0,0.4,,28.0,,,,,80.0,0.0,,,,5.0,0.09,0.04,0.7,,,,,,2026-02-26
fao_vn_2007_5031_raw,Mơ,"Apricot, Apricot nectar",Quả chín,Fruits,FAO_VN_2007,raw,14.0,48.0,0.9,10.1,0.4,0.8,1.0,28.0,2.1,10.0,26.0,259.0,0.2,78.0,0.08,2554.0,0.0,,0.89,3.3,7.0,0.04,0.06,0.7,0.24,0.054,0.0,0.0,,2026-02-26
fao_vn_2007_5032_raw,Mơ khô,"Apricot dried, unsulfured",Quả chín,Fruits,FAO_VN_2007,raw,0.0,273.0,3.0,62.8,1.1,4.1,10.0,62.0,4.5,32.0,106.0,1162.0,0.39,343.0,0.24,2163.0,0.0,,4.33,3.1,5.0,0.08,0.09,1.6,0.516,0.143,0.0,0.0,,2026-02-26
fao_vn_2007_5033_raw,"Muỗm, quéo","Mango, common; Indian mango, unripe",Quả chín,Fruits,FAO_VN_2007,raw,20.0,67.0,0.6,15.3,0.4,0.4,,4.0,0.2,,4.0,,,,,1905.0,0.0,,,,60.0,0.06,0.06,0.9,,,,,,2026-02-26
fao_vn_2007_5034_raw,Na,"Sugarapple, sweetsop",Quả chín,Fruits,FAO_VN_2007,raw,44.4,66.0,1.6,14.2,0.3,0.8,22.0,35.0,0.6,21.0,45.0,260.0,0.21,200.0,0.17,0.0,0.0,,,,36.0,0.11,0.1,0.8,0.226,0.2,0.0,0.0,,2026-02-26
fao_vn_2007_5035_raw,Nhãn,Longan,Quả chín,Fruits,FAO_VN_2007,raw,45.0,48.0,0.9,10.9,0.1,1.0,26.0,21.0,0.4,10.0,12.0,257.0,0.29,150.0,0.1,0.0,0.0,,,,58.0,0.03,0.14,0.3,,,,,,2026-02-26
fao_vn_2007_5036_raw,Nhãn khô,"Longan, dried",Quả chín,Fruits,FAO_VN_2007,raw,0.0,285.0,4.3,65.9,0.5,1.7,48.0,32.0,4.4,46.0,117.0,658.0,0.22,807.0,0.25,0.0,0.0,,,,34.0,0.02,0.5,1.0,,,,,,2026-02-26
